LINE, REF, QTY, EPCCS TYP, EPCCS PN, MFG@PN, DESCRIPTION, NOTES, COST EA, LINE COST,BIN
13,Q1 Q2 Q3,3,Q-NCH,K38,DIODES@BSS138-7-F,MOSFET N-CH 200MA 50V SOT23,(1),0.0657,=C17*I17,ADPT
14,R1 R2 R3 R7 R8 R12 R18 R19 R22 R23 R27 R29 R35 R38 R40 R44,16,R-C,0805KX1002,YAGEO@RC0805FR-0710KL,RESISTOR CHIP 1% 10KOHM 0805,(1),0.0025,=C18*I18,ADPT
15,R4 R15 R16 R17 R26 R36 R37 R43 R45,9,R-C,0805KX1821,YAGEO@RC0805FR-071K82L,RESISTOR CHIP 1% 1K82OHM 0805,(1),0.0064,=C19*I19,RPUPI
16,R5 R6 R10 R11 R21 R25 R31 R34,8,R-C,0805KX3011,YAGEO@RC0805FR-073K01L,RESISTOR CHIP 1% 3K01OHM 0805,(1),0.0064,=C20*I20,ADPT
17,R9 R14 R20 R30 R41 R42,0,R-C,OPEN,,,(),0.0,=C21*I21,RPUPI
18,R13 R24 R32,3,R-C,0805KX100R,YAGEO@RC0805FR-07100RL,RESISTOR CHIP 1% 100OHM 0805,(1),0.0025,=C22*I22,ADPT
19,R28 R39,2,R-C,0805KX1003,YAGEO@RC0805FR-07100KL,RESISTOR CHIP 1% 100KOHM 0805,(1),0.0025,=C23*I23,IRRIGATE7
20,R33,1,R-C,0805KX182R,YAGEO@RC0805FR-07182RL,RESISTOR CHIP 1% 182OHM 0805,(1),0.0025,=C24*I24,IRRIGATE7
21,S1,0,S-TACTILE,SMDIP1S,E-SWITCH@KAE01SGGT,SWITCH 1 SPST 25MA 24V SMDIP,(1),1.08,=C25*I25,ADPT
22,S2,1,S-TACTILE,KSA0M311,C&K@KSA0M311LFT,SWITCH TACTILE SEALED SPST-NO 50MA 32V THRU,(1),0.54,=C26*I26,RPUPI
23,U1 U3,2,U-7400,74LVC07A,DIODES@74LVC07AS14-13,LOGIC BUFFER OPEN DRAIN 14SOIC,(1),0.1978,=C27*I27,ADPT
24,U2 U4 U6,3,U-TRANSCEIVER,3172EIBZ,INTERSIL@ISL3172EIBZ,TRANSCEIVER RS485 3.3V HALFDPLX 8SOIC,(),1.2567,=C28*I28,ADPT
25,U5,1,U-DCDC,I50115H,MURATA PS@OKI-78SR-5/1.5-W36-C,SMPS 5V 1500MA H SIP3,(1),4.26,=C29*I29,RPUPI
26,U7,1,U-AVR,ATMEGA328P,ATMEL@ATMEGA328P-AU,MCU AVR8 32KB FLASH 20MHZ 32TQFP,(1),1.8952,=C30*I30,ADPT
27,U8,1,U-DCDC,KB33,MICREL@MIC5205-3.3YM5,REG ULDO 3V3 150MA SOT23-5,(1),0.34,=C31*I31,ADPT
28,Y1,1,Y-XTL,12MHZ20,ECS@ECS-120-20-3X-TR,CRYSTAL 12MHZ 20PF 30PPM  CSM-3X,(1),0.315,=C32*I32,ADPT
29,,=0*20/36,J-HDR2.54mm,PBC36DAAN,SULLINS@PBC36DAAN,CONN HEADER MALE BRKWAY .1IN AA 36X2POS 1 SET OF 20X2,(3),3.774,=C33*I33,IRRIGATE7
30,,0,,2885,RASPBERRY PI FOUNDATION@ZERO,SBC 40PIN PI PINOUT BCM2835 512MB,(4),5.0,=C34*I34,RPUPI
31,,0,,814,ADAFRUIT@814,USB WIFI FOR PI,(6 9),11.95,=C35*I35,RPUPI
32,,0,,1099,ADAFRUIT@1099,USB OTG HOST CABLE,(7 8),2.50,=C36*I36,RPUPI
33,,0,,,RASPBERRY PI FOUNDATION@ZERO_CASE,SBC CASE PI ZERO,(10),5.0,=C37*I37,RPUPI
34,,=1/3,BOARD,OSHPARK,,PCB 2 LAYER ENIG 3 COPY,(),25.20,=C38*I38,RPUPI
35,,1,LABOR,RON,,PLACE REFLOW TEST SHIP,(),0,=C39*I39,RPUPI
,,,,,,,,,,
,,,,,,NOTES,,,,
,,,,,,(1) Alternate part with same or better rating allowed,,,,
,,,,,,(3) Use breakaway to make parts,,,,
,,,,,,(4) Pi Zero https://www.canakit.com/raspberry-pi-zero.html,,,,
,,,,,,(6) USB WiFi with rtl8188cus (uses /sys/module/8192cu driver) for Pi https://www.adafruit.com/products/814,,,,
,,,,,,(7) USB OTG host cable for Pi Zero https://www.adafruit.com/products/1099,,,,
,,,,,,(8) USB OTG host cable for Pi Zero http://www.canakit.com/usb-otg-cable.html,,,,
,,,,,,(9) USB WiFi for Pi http://www.canakit.com/raspberry-pi-wifi.html,,,,
,,,,,,(10) Pi Zero Case http://www.canakit.com/raspberry-pi-zero-case.html,,,,
